基金名稱,基金英文名稱,基金種類,基金投資區域,基金規模,基金幣別,基金總代理名稱,境外基金機構
瀚亞投資─亞洲債券基金Aadm(澳幣避險月配),EastspringInvestments-AsianBondFundAadm(hedged)-AUD,固定收益型-一般型(未設定條件),區域-亞洲太平洋(不含日本),20.705329,澳幣,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
瀚亞投資─亞洲債券基金A(美元),EastspringInvestments-AsianBondFundA-USD,固定收益型-一般型(未設定條件),區域-亞洲太平洋(不含日本),85.395599,美元,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
瀚亞投資─亞洲債券基金Adm(美元月配),EastspringInvestments-AsianBondFundAdm-USD,固定收益型-一般型(未設定條件),區域-亞洲太平洋(不含日本),139.522856,美元,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
瀚亞投資─亞洲股票基金A(美元),EastspringInvestments-AsianEquityFundA-USD,股票型-一般型,區域-亞洲太平洋(不含日本),6.661609,美元,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
瀚亞投資─亞洲當地貨幣債券基金Aadm(澳幣避險月配),EastspringInvestments-AsianLocalBondFundAadm(hedged)-AUD,固定收益型-一般型(未設定條件),區域-亞洲太平洋(不含日本),4.113124,澳幣,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
瀚亞投資─亞洲當地貨幣債券基金A(美元),EastspringInvestments-AsianLocalBondFundA-USD,固定收益型-一般型(未設定條件),區域-亞洲太平洋(不含日本),19.886093,美元,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
瀚亞投資─亞洲當地貨幣債券基金Adm(美元月配),EastspringInvestments-AsianLocalBondFundAdm-USD,固定收益型-一般型(未設定條件),區域-亞洲太平洋(不含日本),7.194999,美元,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
瀚亞投資─中國股票基金A(美元),EastspringInvestments-ChinaEquityFundA-USD,股票型-一般型,區域-中國大陸及香港,212.903134,美元,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
瀚亞投資─中印股票基金A(美元),EastspringInvestments-DragonPeacockFundA-USD,股票型-一般型,區域-其他,124.716611,美元,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
瀚亞投資─歐洲投資等級債券基金Ae(歐元),EastspringInvestments-EuropeanInvestmentGradeBondFundAe-EUR,固定收益型-投資級公司債(企業債),區域-已開發歐洲,1.431054,歐元,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
瀚亞投資─歐洲投資等級債券基金Aedm(歐元月配),EastspringInvestments-EuropeanInvestmentGradeBondFundAedm-EUR,固定收益型-投資級公司債(企業債),區域-已開發歐洲,.851521,歐元,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
瀚亞投資─大中華股票基金A(美元),EastspringInvestments-GreaterChinaEquityFundA-USD,股票型-一般型,區域-中國大陸及香港,16.511219,美元,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
瀚亞投資─全球科技股票基金A(美元),EastspringInvestments-GlobalTechnologyFundA-USD,股票型-一般科技,全球-混合,4.316957,美元,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
瀚亞投資─香港股票基金A(美元),EastspringInvestments-HongKongEquityFundA-USD,股票型-一般型,單一國家-香港,3.239504,美元,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
瀚亞投資─印尼股票基金A(美元),EastspringInvestments-IndonesiaEquityFundA-USD,股票型-一般型,單一國家-印尼,58.08002,美元,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
瀚亞投資─印度股票基金A(美元),EastspringInvestments-IndiaEquityFundA-USD,股票型-一般型,單一國家-印度,20.491151,美元,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
瀚亞投資─日本股票基金A(美元),EastspringInvestments-JapanEquityFundA-USD,股票型-一般型,單一國家-日本,9.387083,美元,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
瀚亞投資─拉丁美洲股票基金A(美元),EastspringInvestments-LatinAmericanEquityFundA-USD,股票型-一般型,區域-新興拉丁美洲,5.635778,美元,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
瀚亞投資─泛歐股票基金A(美元),EastspringInvestments-PanEuropeanFundA-USD,股票型-一般型,區域-已開發歐洲,7.905687,美元,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
瀚亞投資─泰國股票基金A(美元),EastspringInvestments-ThailandEquityFundA-USD,股票型-一般型,單一國家-泰國,4.971955,美元,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
施羅德環球基金系列-亞洲優勢A類股份-配息單位,SCHRODERISFASIANOPPORTUNITIESClassA-DIS,股票型-一般型,區域-亞洲太平洋(不含日本),289.141314,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-亞洲優勢A類股份-累積單位,SchroderInternationalSelectionFund-AsianOpportunitiesCLASSA-ACCUMULATION,股票型-一般型,區域-亞洲太平洋(不含日本),192.551483,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-亞洲優勢C類股份-累積單位,SCHRODERISFASIANOPPORTUNITIESClassC-ACC,股票型-一般型,區域-亞洲太平洋(不含日本),2199.615920,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-亞洲優勢A1類股份-累積單位,SCHRODERISFASIANOPPORTUNITIESClassA1-ACC,股票型-一般型,區域-亞洲太平洋(不含日本),146.185727,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-瑞士中小型股票A1類股份-累積單位,SISF-SWISSSMALL&MIDCAPEQUITYCLASSA1-ACCUMULATION,股票型-中小型,單一國家-瑞士,6.638044,瑞士法郎,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-策略債券A類股份-配息單位,SCHRODERISFSTRATEGICBONDClassA-DIS,固定收益型-政府債,全球-混合,33.054823,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-策略債券C類股份-配息單位,SCHRODERISFSTRATEGICBONDClassC-DIS,固定收益型-政府債,全球-混合,13.018884,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-策略債券A類股份-累積單位,SCHRODERISFSTRATEGICBONDClassA-ACC,固定收益型-政府債,全球-混合,97.707761,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-策略債券C類股份-累積單位,SCHRODERISFSTRATEGICBONDClassC-ACC,固定收益型-政府債,全球-混合,144.615335,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-策略債券A1類股份-累積單位,SchroderInternationalSelectionFund-StrategicBondCLASSA1-ACCUMULATION,固定收益型-政府債,全球-混合,128.711514,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-瑞士股票C類股份-累積單位,SchroderISFSwissEquityCLASSC-ACCUMULATION,股票型-一般型,單一國家-瑞士,95.360223,瑞士法郎,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-瑞士股票A1類股份-累積單位,SISF-SWISSEQUITYCLASSA1-ACCUMULATION,股票型-一般型,單一國家-瑞士,4.510611,瑞士法郎,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
瀚亞投資─優質公司債基金Admc1(美元穩定月配),EastspringInvestments-USCorporateBondFundAdmc1-USD,固定收益型-投資級公司債(企業債),單一國家-美國,.344718,美元,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
瀚亞投資─優質公司債基金Aadm(澳幣避險月配),EastspringInvestments-USCorporateBondFundAadm(hedged)-AUD,固定收益型-投資級公司債(企業債),單一國家-美國,5.908116,澳幣,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
瀚亞投資─優質公司債基金A(美元),EastspringInvestments-USCorporateBondFundA-USD,固定收益型-投資級公司債(企業債),單一國家-美國,16.82425,美元,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
瀚亞投資─優質公司債基金Adm(美元月配),EastspringInvestments-USCorporateBondFundAdm-USD,固定收益型-投資級公司債(企業債),單一國家-美國,21.277078,美元,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
施羅德環球基金系列-美元債券C類股份-配息單位,SCHRODERISFUSDOLLARBONDClassC-DIS,固定收益型-一般型(未設定條件),區域-北美,33.251270,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-美元債券C類股份-累積單位,SchroderInternationalSelectionFund-USDOLLARBONDCLASSC-ACCUMULATION,固定收益型-一般型(未設定條件),區域-北美,950.139819,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-美元債券A1類股份-累積單位,SISF-USDOLLARBONDCLASSA1-ACCUMULATION,固定收益型-一般型(未設定條件),區域-北美,223.856911,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-英國股票C類股份-累積單位,SchroderISFUKEquityCLASSC-ACCUMULATION,股票型-一般型,單一國家-英國,56.087715,英鎊,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-英國股票A1類股份-累積單位,SISF-UKEQUITYCLASSA1-ACCUMULATION,股票型-一般型,單一國家-英國,3.815473,英鎊,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-美國中小型股票C類股份-累積單位,SCHRODERISFUSSMALL&MID-CAPEQUITYClassC-ACC,股票型-中小型,單一國家-美國,259.377217,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-美國中小型股票A1類股份-累積單位,SISF-USSMALL&MIDCAPEQUITYCLASSA1-ACCUMULATION,股票型-中小型,單一國家-美國,361.486112,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
瀚亞投資─美國複合收益債券基金Aadm(澳幣避險月配),EastspringInvestments-USBondFundAadm(hedged)-AUD,固定收益型-一般型(未設定條件),單一國家-美國,3.399788,澳幣,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
瀚亞投資─美國複合收益債券基金A(美元),EastspringInvestments-USBondFundA-USD,固定收益型-一般型(未設定條件),單一國家-美國,7.881654,美元,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
瀚亞投資─美國複合收益債券基金Adm(美元月配),EastspringInvestments-USBondFundAdm-USD,固定收益型-一般型(未設定條件),單一國家-美國,.949381,美元,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
施羅德環球基金系列-美國小型公司C類股份-累積單位,SchroderISFUSSmallerCompaniesCLASSC-ACCUMULATION,股票型-中小型,單一國家-美國,26.969961,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-美國小型公司A1類股份-累積單位,SISF-USSMALLERCOMPANIESCLASSA1-ACCUMULATION,股票型-中小型,單一國家-美國,189.842035,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-美國大型股A類股份-累積單位,SCHRODERISFUSLARGECAPClassA-ACC,股票型-一般型,單一國家-美國,165.183149,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-美國大型股C類股份-累積單位,SCHRODERISFUSLARGECAPClassC-ACC,股票型-一般型,單一國家-美國,228.864997,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-美國大型股A1類股份-累積單位,SISF-USLARGECAPCLASSA1-ACCUMULATION,股票型-一般型,單一國家-美國,169.372650,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-美元流動A類股份-累積單位,SISF-USDOLLARLIQUIDITYCLASSA-ACCUMULATION,固定收益型-未能分類,區域-北美,100.389215,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
瀚亞投資─全球價值股票基金A(美元),EastspringInvestments-WorldValueEquityFundA-USD,股票型-一般型,全球-混合,33.600102,美元,瀚亞證券投資信託股份有限公司,瀚亞投資(盧森堡)股份有限公司-EASTSPRINGINVESTMENTS(LUXEMBOURG)S.A.
駿利資產管理基金-駿利策略Alpha基金A股歐元累計(對沖),JanusCapitalFundsPlc-JanusOpportunisticAlphaFund-AEuroAcc(Hedged),股票型-一般型,單一國家-美國,10.12306,歐元,駿利證券投資顧問股份有限公司,駿利資產管理國際有限公司-JANUSCAPITALINTERNATIONALLIMITED
駿利資產管理基金-駿利策略Alpha基金I股歐元累計(對沖),JanusCapitalFundsPlc-JanusOpportunisticAlphaFund-IEuroAcc(Hedged),股票型-一般型,單一國家-美國,0.065331,歐元,駿利證券投資顧問股份有限公司,駿利資產管理國際有限公司-JANUSCAPITALINTERNATIONALLIMITED
駿利資產管理基金-駿利平衡基金A股歐元累計(對沖),JanusCapitalFundsPlc-JanusBalancedFund-AEuroAcc(Hedged),平衡型(混合型)-平衡型(混合型),單一國家-美國,69.447944,歐元,駿利證券投資顧問股份有限公司,駿利資產管理國際有限公司-JANUSCAPITALINTERNATIONALLIMITED
摩根基金－摩根日本基金－摩根日本(日圓)－A股(累計),JPMorganFunds-JapanEquityFund-JPMorganJapanEquityA(acc)-JPY,股票型-一般型,單一國家-日本,7306.427195,日幣,摩根證券投資信託股份有限公司,摩根資產管理(歐洲)有限公司-JPMORGANASSETMANAGEMENT(EUROPE)S.A.R.L.
